93,despatch,0,,vt.vi.n.派遣
94,despise,0,,"vt.鄙视,蔑视"
95,deteriorate,0,,vt.vi.(使)恶化
96,diffuse,0,,"vt.vi.散播,传播a.散开的,弥漫的"
97,dilemma,0,,"n.困境,进退两难的局面"
98,dilute,0,,"vt.冲淡,稀释a.淡的,稀释的"
99,discern,0,,"vt.看出,辨出;辨别"
100,discrepancy,0,,"n.相差,差异,差别"
101,discrete,0,,a.不连续的.离散的
102,disguise,0,,"vi.隐瞒,掩埋n.假装"
103,dismay,0,,"n.惊慌,沮丧,灰心"
104,dispatch,0,,vt.派遣;调度n.急件
105,disperse,0,,vt.(使)分散;驱散
106,disposition,0,,"n.性情,处置,处理,布置"
107,disrupt,0,,"a.分裂的,分散的vt.使分裂,使瓦解"
108,dissipate,0,,vt.驱散;浪费vi.消散
109,distil,0,,v.蒸馏.提取....的精华
110,disturbance,0,,n.动乱;干扰;侵犯
111,divine,0,,a.神的;敬神的
112,drastic,0,,a.激烈的;严厉的
113,dubious,0,,"a.可疑的,不确定的"
114,dwell,0,,"n.居住vi.凝思,细想"
115,eccentric,0,,"n.怪人,偏心圆a.古怪的,不同圆心的"
116,edible,0,,"a.可食用的n.食品,食物"
117,ego,0,,n.自我
118,elicit,0,,"vt.引出,抽出,引起"
119,elite,0,,"n.精华,精锐,中坚分子"
120,eloquent,0,,"a.雄辩的,有口才的,动人的"
121,embark,0,,"vi.乘船,着手,从事,上飞机"
122,empirical,0,,a.经验主义的
123,endow,0,,"vt.资助;赋予,授予"
124,enhance,0,,"vt.提高,增加;夸张"
125,ensue,0,,"vt.追求vi.跟着发生,继起"
126,entail,0,,"vt.使必需,使承担"
127,entity,0,,"n.实体,实存物,存在"
128,entrepreneur,0,,"n.企业家,主办人"
129,envisage,0,,"vt.面对,正视,想象"
130,epoch,0,,n.(新)时代;历元
131,equilibrium,0,,"n.平衡,均衡;均衡论"
132,erosion,0,,"n.腐蚀,侵蚀;糜烂"
133,erroneous,0,,"a.错误的,不正确的"
134,escort,0,,"n.vt.护卫,护送"
135,essence,0,,"n.本质,本体;精华"
136,esthetic,0,,a.审美的
137,ethics,0,,n.道德规范
138,ethnic,0,,a.民族特有的
139,evoke,0,,"vt.唤起,引起"
140,exemplify,0,,vt.举例证明(解释)
141,exempt,0,,"a.免除的vt.使免除,豁免"
142,exile,0,,vt.流放n.被流放者
143,exotic,0,,"a.异国的,外来的n.外来物,舶来品"
144,expertise,0,,"n.专家的意见,专门技术"
145,expire,0,,"vi.满期,到期;断气"
146,explicit,0,,a.明晰的;直率的
147,exposition,0,,"n.说明,解释;陈列"
148,exquisite,0,,"a.精致的,细腻的,敏锐的"
149,extinct,0,,a.绝种的;熄灭了的
150,extinguish,0,,"vt.熄灭,扑灭;消灭"
151,extravagant,0,,a.奢侈的;过度的
152,fabricate,0,,"vt.制作,组合;捏造"
153,facet,0,,"n.小平面,方面,刻面"
154,facilitate,0,,vt.使容易;助长
155,feeble,0,,a.虚弱的;微弱的
156,flank,0,,"n.肋,肋腹;侧面"
157,flap,0,,vt.n.拍打vi.拍动
158,fling,0,,"vi.vt.(用力)扔,抛"
159,fluctuate,0,,vi.波动vt.使波动
160,flutter,0,,vi.(鸟)振翼;飘动
161,foam,0,,n.泡沫;泡沫塑料
162,foil,0,,"n.箔,金属薄片vt.贴箔于.衬托"
163,formidable,0,,a.可怕的;难对付的
164,formulate,0,,vt.用公式表示
165,fort,0,,"n.要塞,堡垒"
166,fossil,0,,n.化石a.化石的
167,foster,0,,"vt.养育,抚养;培养"
168,foul,0,,a.肮脏的;丑恶的
169,fracture,0,,n.破裂;裂痕vi.破裂
170,fraud,0,,"n.骗子,欺骗,欺诈,诡计"
171,fringe,0,,"n.穗,毛边;边缘"
172,frustrate,0,,vt.挫败;使无效
173,galaxy,0,,"n.银河,星系,一群显赫的人物"
174,gaol,0,,"n.监禁,监狱vt.监禁"
175,garment,0,,"n.衣服;服装,衣着"
176,gasp,0,,"vi.气喘,喘息"
177,gear,0,,"n.齿轮,传动装置"
178,glide,0,,vi.滑动;消逝n.滑行
179,gloomy,0,,a.黑暗的;令人沮丧的
180,gorgeous,0,,a.绚丽的;极好的
181,gossip,0,,n.闲谈;碎嘴子;漫笔
182,graze,0,,vi.喂草;放牧(牲畜)
183,grease,0,,"n.动物脂,脂肪"
184,grief,0,,"n.悲哀,悲痛,悲伤"
185,grieve,0,,vt.使悲痛vi.悲痛
186,grim,0,,"a.冷酷无情的,严厉的"
187,grope,0,,"vi.(暗中)摸索,探索"
188,hamper,0,,"vt.妨碍,阻碍,牵制"
189,hatch,0,,"vt.舱盖,舱口;短门"
190,haul,0,,vt.拖曳;拖运
191,haunt,0,,vt.常去vi.经常出没
192,heal,0,,vt.治愈;使和解
193,heave,0,,vt.(用力地)举起;抛
194,heir,0,,"n.后嗣,继承人"
195,heritage,0,,"n.遗产,继承物,传统"
196,hierarchy,0,,"n.等级制度,统治集团"
197,hinder,0,,"a.后面的vt.vi.阻碍,打扰"
198,hinge,0,,"n.合页,折叶,铰链"
199,hitherto,0,,"ad.迄今,到目前为止"
200,hoist,0,,vt.升起vi.扯起来
201,homogeneous,0,,a.同类的;均匀的
202,hose,0,,n.长筒袜;软管
203,hover,0,,vi.徘徊;傍徨;翱翔
204,humidity,0,,n.湿气;湿度
205,hurl,0,,vt.猛投vi.猛冲
206,hypothesis,0,,n.假设;前提
207,hysterical,0,,"a.歇斯底里的,异常兴奋的"
208,ideology,0,,"n.意识形态,思想体系"
209,ignite,0,,vt.引燃vi.着火
210,illuminate,0,,"vt.照明,照亮;阐明"
211,illusion,0,,n.幻想;错觉;假象
212,imaginative,0,,"a.想象的,虚构的"
213,imitation,0,,"n.仿制品,伪制物"
214,immerse,0,,vt.沉浸;给…施洗礼
215,immune,0,,"a.免疫的,免除的,不受影响的"
216,impair,0,,"vt.损害,减少,削弱"
217,impart,0,,"vt.给予,传递;告诉"
218,imperative,0,,"n.命令.a.命令式的,急需的,强制的"
219,imperial,0,,"a.帝王的,至尊的n.特等品"
220,impetus,0,,"n.动力,推动力,激励"
221,implement,0,,"n.工具vt.实现,使生效,执行"
222,implicit,0,,"a.暗示的,盲从的,绝对的,固有的"
223,inaugurate,0,,vt.开始;使就职
224,incentive,0,,n.动机a.激励的
225,incidentally,0,,ad.附带地;顺便提及
226,inclusive,0,,a.包围住的;包括的
227,incredible,0,,"a.难以置信的,惊人的"
228,incur,0,,"vt.招致,蒙受,遭遇"
229,indefinite,0,,a.不明确的;不定的
230,indicative,0,,a.指示的;陈述的
231,indignant,0,,"a.愤慨的,义愤的"
232,indignation,0,,"n.愤怒,愤慨,义愤"
233,induce,0,,vt.劝诱;引起;感应
234,indulge,0,,vt.放纵(感情)vi.纵情
235,inertia,0,,"n.惯性,惯量;无力"
236,inflation,0,,"n.通货膨胀,物价飞涨"
237,inflict,0,,"vt.施以,加害,使承受"
238,ingenious,0,,a.机灵的;精巧制成的
239,ingredient,0,,"n.配料,成分"
240,inhibit,0,,"vt.禁止,抑制"
241,innovation,0,,"n.创新,改革,新设施"
242,insane,0,,"a.患精神病的,不理智的"
243,installment,0,,n.分期付款
244,instantaneous,0,,"a.瞬间的,即刻的"
245,insulate,0,,"vt.使绝缘,使绝热"
246,intact,0,,"a.原封不动的,完整的"
247,integral,0,,a.组成的;整的
248,integrate,0,,"vt.使结合,使并入"
249,integrity,0,,"n.诚实,正直"
250,intelligible,0,,"a.可理解的,易理解的,明了的"
251,intensify,0,,"vt.vi.加强,强化"
252,intent,0,,"a.目不转睛的,热切的"
253,interim,0,,"a.中间的,暂时的,间歇的,n.过渡时期"
254,intermittent,0,,"a.间歇的,断断续续的"
255,intersection,0,,"n.交集,十字路口,交叉点"
256,intimidate,0,,"vt.威胁,恐吓,胁迫"
257,intricate,0,,"a.复杂的,错综的,缠结的,难懂的"
258,intrigue,0,,"n.阴谋vi.密谋,耍诡计vt.激起兴趣"
259,intrinsic,0,,"a.本质的,原有的,真正的"
260,intuition,0,,"n.直觉,直觉的知识"
261,invalid,0,,"n.病人a.有病的,无效的"
262,invaluable,0,,"a.无价的,价值无法衡量的"
263,invariably,0,,"ad.不变地,永恒地"
264,inventory,0,,"n.详细目录,存货清单"
265,invert,0,,"vt.使反转,使颠倒,使转化"
266,irony,0,,"n.反讽,讽剌,讽剌之事"
267,irrespective,0,,"a.不考虑的,不顾的"
268,irrigation,0,,n.灌溉;冲洗法
269,irritate,0,,vt.激怒;引起不愉快
270,ivory,0,,n.象牙;牙质;乳白色
271,jail,0,,n.监狱vi.监禁
272,jeopardize,0,,"vt.危害,使受危困,使陷危地"
273,jerk,0,,vt.猛地一拉vi.急拉
274,journalist,0,,"n.记者,新闻工作者"
275,junction,0,,n.连接;接头;中继线
276,jury,0,,n.陪审团;评奖团
277,justification,0,,"n.辩护,证明是正当的,释罪"
278,kidney,0,,"n.肾,腰子;性格"
279,kit,0,,n.成套工具;用具包
280,knit,0,,vt.把…编结vi.编织
281,knob,0,,"n.门把,拉手;旋纽"
282,lamb,0,,"n.羔羊,小羊;羔羊肉"
283,lame,0,,"a.跛的;瘸的,残废的"
284,landscape,0,,"n.风景,景色,景致"
285,latent,0,,a.存在但看不见的
286,latitude,0,,n.纬度;黄纬
287,layman,0,,"n.俗人,门外汉,凡人"
288,leaflet,0,,"n.传单,活页;广告"
289,lease,0,,"n.租约,契约,租契"
290,legend,0,,"n.传说,传奇"
291,legislation,0,,n.立法;法规
292,legitimate,0,,"a.合法的,正当的vt.使合法"
293,liability,0,,n.责任;倾向;债务
294,lick,0,,vt.舔;舔吃
295,likelihood,0,,n.可能(性)
296,limp,0,,"vi.蹒跚,跛行n.跛行"
297,linear,0,,a.线的;长度的
298,liner,0,,"n.班船,班机"
299,linger,0,,"vi.逗留,徘徊;拖延"
300,literacy,0,,"n.读写能力,识字"
301,literal,0,,a.文字(上)的;字面的
302,litter,0,,"n.废物,杂乱vi.乱扔"
303,lobby,0,,"n.前厅,(剧院的)门廊"
304,locality,0,,"n.位置,地点,发生地"
305,locomotive,0,,a.运动的;机动
306,lofty,0,,a.高耸的;高尚的
307,longitude,0,,"n.经线,经度"
308,lounge,0,,n.(旅馆等的)休息室
309,lubricate,0,,vt.使润滑vi.加润滑油
310,luminous,0,,a.发光的;光明的
311,lunar,0,,a.月亮的
312,magnify,0,,"vt.放大,扩大"
313,magnitude,0,,n.大小;重大;星等
314,majesty,0,,"n.威严,尊严;陛下"
315,mall,0,,n.大型购物中心
316,manifest,0,,vt.表明a.明白的
317,manipulate,0,,"vt.操作;控制,手持"
318,manoeuvre,0,,"n.vi.调遣,演习vt.调动,操纵"
319,manuscript,0,,"n.手稿,底稿,原稿"
320,marble,0,,n.大理石
321,marginal,0,,a.记在页边的;边缘的
322,marsh,0,,"n.沼泽地,湿地"
323,marshal,0,,n.元帅;陆军元帅
324,masculine,0,,a.男性的;强壮的
325,massive,0,,a.粗大的;大而重的
326,masterpiece,0,,"n.杰作,名著"
327,meadow,0,,"n.草地,牧草地"
328,mechanism,0,,n.机械装置;机制
329,medal,0,,"n.奖章,勋章,纪念章"
330,media,0,,n.媒体
331,mediate,0,,"a.居间的,间接的vt.斡旋,调停"
332,medieval,0,,"a.中古的,中世纪的"
333,Mediterranean,0,,n.地中海a.地中海的
334,melody,0,,"n.旋律,曲调;歌曲"
335,membership,0,,n.成员资格;会员人数
336,menace,0,,vt.&vi.&n.(进行)威胁
337,merge,0,,"vt.使合并,使并为一体"
338,mess,0,,"vt.弄脏,弄乱,搞糟"
339,messenger,0,,"n.送信者,信使"
340,metallic,0,,a.金属的n.金属粒子
341,metropolitan,0,,a.主要都市的n.大主教
342,midst,0,,"n.中部,中间,当中"
343,migrate,0,,"vi.迁移,移居"
344,militant,0,,a.好战的
345,mingle,0,,vt.使混合vi.混合起来
346,miniature,0,,n.缩影a.缩小的
347,minimal,0,,"a.最小的,极微的,最小限度的"
348,minimize,0,,vt.使减到最小
349,misery,0,,"n.痛苦,悲惨,不幸"
350,misfortune,0,,"n.不幸,灾祸,灾难"
351,missionary,0,,n.传教士
352,mobilize,0,,vt.动员vi.动员起来
353,mock,0,,"n.嘲弄vt.嘲弄,挖苦"
354,momentum,0,,"n.动力,要素"
355,monopoly,0,,"n.垄断,独占,专利"
356,monster,0,,n.怪物;畸形的动植物
357,morality,0,,"n.道德,美德,品行"
358,mortal,0,,a.终有一死的;致死的
359,mortgage,0,,n.抵押vt.抵押
360,motel,0,,n.汽车游客旅馆
361,mourn,0,,"vi.哀痛,哀悼"
362,muddy,0,,"a.多泥的,泥泞的"
363,multitude,0,,"n.大批,大群;大量"
364,municipal,0,,"a.市的,市立的"
365,murmur,0,,"vi.低语,低声而言n.低语"
366,muscular,0,,"a.肌肉发达的,强健的"
367,mutter,0,,vi.轻声低语;抱怨
368,myth,0,,"n.神话,虚构的事,虚构的人"
369,naive,0,,"a.天真的,纯真的,朴素的"
370,narrative,0,,"n.叙述,故事a.叙述的,叙事的"
371,nasty,0,,a.龌龊的;淫猥的
372,necessitate,0,,"vt.迫使,使成为必需,需要"
373,negligible,0,,a.微不足道的
374,negotiate,0,,"vi.谈判,交涉,议定"
375,nickel,0,,n.镍;镍币
376,nightmare,0,,n.恶梦;经常的恐惧
377,nominal,0,,"a.名义上的,名字的n.名词性词"
378,nominate,0,,"vt.提名,推荐;任命"
379,nonetheless,0,,"adv.尽管如此,然而"
380,norm,0,,"n.标准,规范;平均数"
381,notable,0,,n.值得注意的;著名的
382,notation,0,,"n.记号法,表示法,注释"
383,notify,0,,"vt.通知,告知;报告"
384,notion,0,,"n.概念,意念;看法"
385,notorious,0,,a.臭名昭著的
386,notwithstanding,0,,"prep.尽管,虽然"
387,nourish,0,,"vt.提供养分,养育"
388,novelty,0,,n.新颖;新奇的事物
389,numerical,0,,"a.数字的,数值的"
390,nutrition,0,,"n.营养,营养学"
391,oath,0,,"n.誓言,誓约,宣誓"
392,obedient,0,,"n.服从的,顺从的"
393,obligation,0,,"n.义务,职责,责任"
394,obscene,0,,"a.淫秽的,猥亵的"
395,obscure,0,,a.阴暗的;蒙昧的
396,odor,0,,"n.气味,名声,味"
397,offence,0,,"n.犯罪,犯规;冒犯"
398,offensive,0,,a.冒犯的;进攻的
399,offset,0,,"n.分支,抵销vt.抵销"
400,offspring,0,,"n.儿女,子孙,后代"
401,opaque,0,,a.不透明的;不传导的
402,oppress,0,,"vt.压迫,压制;压抑"
403,optimism,0,,"n.乐观,乐观主义"
404,optimum,0,,"n.最适条件,最适度"
405,option,0,,"n.选择,取舍"
406,orient,0,,"n.东方;亚洲,远东"
407,oriental,0,,a.东方的;东方国家的
408,orientation,0,,n.向东;定位;方向
409,originate,0,,vi.发源vt.首创
410,ornament,0,,n.装饰物vt.装修
411,orthodox,0,,"a.正统的,传统的,惯常的"
412,outbreak,0,,n.(战争、愤怒等)爆发
413,oval,0,,a.卵形的n.卵形
414,overflow,0,,vt.从…中溢出
415,overhear,0,,vt.偶然听到;偷听
416,overlap,0,,vt.与…交搭vi.重迭
417,overt,0,,"a.明显的,公然的"
418,overthrow,0,,"vt.推翻n.推翻,瓦解"
419,overwhelm,0,,"vt.压倒,使不知所措"
420,oxide,0,,n.氧化物
421,pamphlet,0,,n.小册子
422,panic,0,,"n.恐慌,惊慌"
423,paradise,0,,n.伊甸乐园;天堂
424,paradox,0,,"n.似非而是的论点,自相矛盾的话"
425,paralyze,0,,"vt.使瘫痪,使麻痹"
426,parameter,0,,n.参(变)数;参量
427,participant,0,,n.参加者a.有份的
428,partition,0,,"n.分开,分割;融墙"
429,pastime,0,,"n.消遣,娱乐"
430,pasture,0,,n.牧场;牲畜饲养
431,patent,0,,a.专利的n.专利
432,pathetic,0,,a.哀婉动人的;可怜的
433,patriotic,0,,a.爱国的
434,patrol,0,,"n.巡逻n.巡逻,巡查"
435,pave,0,,"vt.铺,筑(路等)"
436,pearl,0,,n.珍珠;珍珠母
437,pedal,0,,"n.踏脚,踏板,脚蹬"
438,pedestrian,0,,"n.行人,步行者"
439,peel,0,,"vt.剥(皮),削(皮)"
440,peer,0,,vi.凝视;隐约出现
441,penalty,0,,"n.处罚,刑罚;罚款"
442,pendulum,0,,n.(钟等的)摆
443,pension,0,,"n.抚恤金,年金"
444,perception,0,,n.感觉;概念;理解力
445,perfection,0,,n.尽善尽美;无比精确
446,perfume,0,,"n.香味,芳香;香料"
447,periodic,0,,n.周期的;一定时期的
448,periodical,0,,"n.期刊,杂志"
449,perish,0,,"vi.死亡,夭折;枯萎"
450,permeate,0,,"vt.弥漫,渗透,充满vi.透入"
451,permissible,0,,a.可允许的
452,perpetual,0,,a.永久的;四季开花的
453,perplex,0,,"vt.迷惑,困惑,难住"
454,persistent,0,,"a.固执的,坚持的,持续的"
455,pest,0,,n.害虫;害人虫
456,petition,0,,n.请愿vt.向…请愿
457,petty,0,,a.细小的;器量小的
458,physiological,0,,"a.生理学的,生理学上的"
459,plague,0,,"n.瘟疫,鼠疫;天灾"
460,plaster,0,,n.灰泥;硬膏;熟石膏
461,plateau,0,,n.高原;平稳时期
462,plausible,0,,"a.似乎真实的,似乎合理的"
463,plea,0,,"n.请愿,请求,恳求"
464,plea,0,,"n.请愿,请求,恳求"
465,plead,0,,vt.为…辩护vi.抗辩
466,pledge,0,,n.誓言vt.使发誓
467,poke,0,,"vt.戳,刺;伸(头等)"
468,polar,0,,a.南(北)极的;极性的
469,poll,0,,n.投票vi.投票
470,ponder,0,,vt.考虑vi.沉思
471,pope,0,,n.(罗马天主教的)教皇
472,porch,0,,"n.门廊,入口处"
473,pore,0,,"n.毛孔,气孔,细孔"
474,portray,0,,"vt.描绘,描写,描写...的肖像."
475,pose,0,,"vi.假装,摆姿势n.姿势"
476,poster,0,,"n.海报,招贴,脚夫"
477,postulate,0,,"vt.要求,假定,假设"
478,practicable,0,,a.能实行的;适用的
479,prayer,0,,"n.祈祷,祈求"
480,preach,0,,"vt.说教,布道;鼓吹"
481,precede,0,,vt.先于…vi.领先
482,precipitate,0,,a.突如其来的vt.使突然发生n.沉淀物
483,preclude,0,,"vt.预先排除,预防,阻止,妨碍"
484,predecessor,0,,"n.前辈,前任者"
485,predominant,0,,a.占优势的;主要的
486,pregnant,0,,a.怀孕的;意义深长的
487,premature,0,,"a.早熟的,过早的n.早产儿"
488,premise,0,,"n.前提,假设,房产"
489,premium,0,,"n.额外费用,奖金,奖赏,保险费"
490,prescription,0,,"n.药方,处方的药"
491,presentation,0,,n.介绍;赠送;呈现
492,preside,0,,vi.主持;主奏
493,prestige,0,,"n.威望,威信,声望"
494,presumably,0,,"ad.推测起来,大概"
495,presume,0,,"vt.假定,假设,揣测"
496,pretext,0,,"n.借口,托辞"
497,prevalent,0,,a.流行的;盛行的
498,prey,0,,vi.猎物vi.捕获
499,priest,0,,"n.教士,牧师,神父"
500,priority,0,,"n.先,前;优先,重点"
501,privacy,0,,"n.隐私,隐居,秘密"
502,probe,0,,n.探针vt.用探针探查
503,proceeding,0,,"n.程序,行动,事项"
504,proclaim,0,,"vt.宣告,宣布;表明"
505,productive,0,,a.生产的;出产…的
506,productivity,0,,n.生产率;多产
507,proficiency,0,,"n.熟练,精通"
508,profile,0,,"n.侧面,轮廓,人物素描,传略"
509,profitable,0,,a.有利的;有益的
510,profound,0,,a.深刻的;渊博的
511,prolong,0,,"vt.延长,拉长,拖延"
512,promising,0,,a.有希望的;有前途的
513,prone,0,,"a.俯伏的,易于...的"
514,propaganda,0,,n.宣传;宣传机构
515,propagate,0,,"vt.繁殖;传播,普及"
516,propel,0,,"vt.推进,推动"
517,prophet,0,,"n.预言家,先知"
518,proposition,0,,"n.命题,主题;提议"
519,prose,0,,n.散文
520,prospective,0,,"a.有希望的,预期的,将来的"
521,prototype,0,,"n.原型;典型,范例"
522,provocative,0,,"a.挑衅的,刺激的,挑逗的"
523,provoke,0,,"vt.激怒,惹起,驱使"
524,proximity,0,,"n.接近,亲近"
525,publicity,0,,"n.公开,名声,宣传"
526,purify,0,,"vt.提纯,精炼(金属)"
527,purity,0,,n.纯净;纯洁;纯度
528,pursuit,0,,n.追赶;追求;事务
529,qualification,0,,n.资格;限制条件
530,qualitative,0,,a.质的;定性的
531,quantify,0,,vt.确定…的数量
532,quantitative,0,,a.量的;定量的
533,quart,0,,n.夸脱(=2品脱)
534,quarterly,0,,a.季度的ad.季度地
535,quartz,0,,n.石英
536,queer,0,,"a.奇怪的,古怪的"
537,quench,0,,"vt.熄灭,扑灭;压制"
538,quest,0,,vt.寻找vi.追求
539,questionnaire,0,,"n.调查表,征求意见表"
540,quiver,0,,vi.(轻微地)颤动
541,racket,0,,n.球拍
542,radiant,0,,a.绚丽的;容光焕发的
543,radiate,0,,vi.发射光线;辐射
544,radical,0,,a.基本的;激进的
545,rage,0,,"n.(一阵)狂怒,盛怒"
546,raid,0,,n.袭击;突然搜查
547,rally,0,,n.&vt.&vi.(重新)集合
548,random,0,,n.随机a.随机的
549,rating,0,,"n.等级,评定结果,收视（听）率"
550,readily,0,,ad.乐意地;无困难地
551,realistic,0,,a.现实的;现实主义的
552,reap,0,,"vt.&vi.收割,收获"
553,rebellion,0,,n.造反;叛乱;反抗
554,recession,0,,"n.（经济）衰退,不景气"
555,recipe,0,,"n.菜谱,烹饪法;处方"
556,recipient,0,,"n.接受者,接收者"
557,reciprocal,0,,a.相互的;互利的
558,recite,0,,"vt.&vi.背诵,朗诵"
559,reckless,0,,a.粗心大意的;鲁莽的
560,reckon,0,,"vi.数,算帐vt.认为"
561,reclaim,0,,"vt.开垦,开拓;回收"
562,reconcile,0,,vt.使和好;调停
563,recreation,0,,"n.消遣,娱乐活动"
564,recruit,0,,"vi.征募（新兵）,招收n.新兵,新成员"
565,rectangular,0,,"a.矩形的,成直角的"
566,rectify,0,,vt.纠正;调整;精馏
567,recur,0,,"vi.复发,重现,再发生"
568,recycle,0,,"vt.使再循环,再利用,再制"
569,redundant,0,,"a.多余的,过多的,冗长的"
570,refrain,0,,"vi.抑制,制止,忍住"
571,refreshment,0,,"n.茶点,点心,便餐"
572,refugee,0,,"n.难民,流亡者"
573,refute,0,,"vt.驳斥,反驳,驳倒"
574,regime,0,,"n.政体,政权;制度"
575,reign,0,,n.朝代
576,rejoice,0,,"vi.欣喜,高兴"
577,relay,0,,vt.分程传递;使接替
578,reliance,0,,"n.信任,信赖,信心"
579,remainder,0,,n.剩余(物);余数
580,remnant,0,,"n.残留部分,遗迹a.剩余的,残余的"
581,renaissance,0,,"n.复活,复兴,文艺复兴"
582,repay,0,,"vt.&vi.偿还,报答"
583,repel,0,,vt.拒绝;使厌恶
584,repertoire,0,,"n.全部剧目,保留剧目,全部技能"
585,replacement,0,,n.归还;取代;置换
586,representation,0,,n.描写;陈述;代表
587,reproach,0,,"vt.&n.责备,指责"
588,republican,0,,a.共和国的
589,resemblance,0,,"n.相似,相似性"
590,resent,0,,"vt.对…不满,怨恨"
591,reservation,0,,"n.保留;预定,预订"
592,reside,0,,"vi.居住,驻扎;属于"
593,residential,0,,"a.住宅的,与居住有关的"
594,resonance,0,,"n.共鸣,回声,共振"
595,resultant,0,,a.作为结果而发生的
596,retail,0,,n.零售a.零售的
597,retention,0,,"n.保留,保有,保持"
598,retort,0,,vt.&vi.反击;反驳
599,retrieve,0,,"vt.取回,挽回.检索"
