"cover","size","wordNum","reciteUserNum","title","id"
"https://nos.netease.com/ydschool-online/2_youdao_PEPXiaoXue6_2.jpg","64879","108","38501","人教版小学英语-六年级下册","44"
"https://nos.netease.com/ydschool-online/3_youdao_PEPChuZhong7_1.jpg","203341","392","126509","人教版初中英语-七年级上册","45"
"https://nos.netease.com/ydschool-online/3_youdao_PEPChuZhong7_2.jpg","266712","492","40795","人教版初中英语-七年级下册","46"
"https://nos.netease.com/ydschool-online/3_youdao_PEPChuZhong8_1.jpg","222704","419","69006","人教版初中英语-八年级上册","47"
"https://nos.netease.com/ydschool-online/3_youdao_PEPChuZhong8_2.jpg","244325","466","31355","人教版初中英语-八年级下册","48"
"https://nos.netease.com/ydschool-online/3_youdao_PEPChuZhong9_1.jpg","278981","551","69649","人教版初中英语-九年级全册","49"
"https://nos.netease.com/ydschool-online/reciteWord_1545032535025_WaiYanSheChuZhong_1.png","351737","629","1031","外研社版初中英语-七年级上册","50"
"https://nos.netease.com/ydschool-online/reciteWord_1545032535434_WaiYanSheChuZhong_2.png","247606","438","693","外研社版初中英语-七年级下册","51"
"https://nos.netease.com/ydschool-online/reciteWord_1545032535509_WaiYanSheChuZhong_3.png","184306","320","552","外研社版初中英语-八年级上册","52"
"https://nos.netease.com/ydschool-online/reciteWord_1545032534561_WaiYanSheChuZhong_4.png","147166","266","629","外研社版初中英语-八年级下册","53"
"https://nos.netease.com/ydschool-online/reciteWord_1545032534804_WaiYanSheChuZhong_5.png","196315","381","462","外研社版初中英语-九年级上册","54"
"https://nos.netease.com/ydschool-online/reciteWord_1545032534322_WaiYanSheChuZhong_6.png","72801","128","495","外研社版初中英语-九年级下册","55"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_1.jpg","145874","311","114721","人教版高中英语-必修1","56"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_2.jpg","148700","319","24566","人教版高中英语-必修2","57"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_3.jpg","162383","366","47142","人教版高中英语-必修3","58"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_4.jpg","129777","307","16866","人教版高中英语-必修4","59"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_5.jpg","162923","357","24188","人教版高中英语-必修5","60"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_6.jpg","172125","391","12203","人教版高中英语-选修6","61"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_7.jpg","174623","384","8576","人教版高中英语-选修7","62"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_8.jpg","187484","420","7481","人教版高中英语-选修8","63"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_9.jpg","145854","352","3759","人教版高中英语-选修9","64"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_10.jpg","140211","361","3470","人教版高中英语-选修10","65"
"https://nos.netease.com/ydschool-online/3_youdao_PEPGaoZhong_11.jpg","120512","309","4450","人教版高中英语-选修11","66"
"https://nos.netease.com/ydschool-online/youdao_ChuZhong_2.jpg","912718","1420","82677","初中英语词汇（正序版）","67"
"https://nos.netease.com/ydschool-online/youdao_GaoZhong_2.jpg","1999328","3668","172704","高中英语词汇（正序版）","68"
"https://nos.netease.com/ydschool-online/youdao_BEC_2.jpg","1494016","2753","300528","商务英语词汇","69"
"https://nos.netease.com/ydschool-online/newOriental_BEC_3.jpg","1502966","2825","4659","新东方BEC词汇","70"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_1.jpg","111762","226","5571","北师大版高中必修一","71"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_2.jpg","128789","244","1822","北师大版高中必修二","72"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_3.jpg","150496","295","1437","北师大版高中必修三","73"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_4.jpg","163541","336","1294","北师大版高中必修四","74"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_5.jpg","166181","327","1515","北师大版高中必修五","75"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_6.jpg","121058","271","1071","北师大版高中选修六","76"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_7.jpg","166699","334","880","北师大版高中选修七","77"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_8.jpg","171446","364","796","北师大版高中选修八","78"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_9.jpg","122391","299","493","北师大版高中选修九","79"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_10.jpg","108057","267","485","北师大版高中选修十","80"
"https://nos.netease.com/ydschool-online/reciteWord_BeiShiGaoZhong_11.jpg","139130","330","739","北师大版高中选修十一","81"
